size,smiles,gsk3b,jnk3,qed,sa,max_or_val,Unnamed: 7,source_smi
37,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(F)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.26494085671151,0.775546437019877,0,,0
55,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(F)cc8)cc7)cc6)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.1692542311439807,0.7463007921865421,0,,0
31,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(F)ccc4c3)[nH]2)cc1,0.73,0.67,0.3922329598091171,0.7799626660787791,0,,0
49,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(-c6ccc(-c7ccc(F)cc7)cc6)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.1858749124368174,0.7539857762756995,0,,0
38,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5cc(F)ccc5I)ccc4c3)[nH]2)cc1,0.77,0.6,0.1962208140842444,0.7490307984411158,0,,0
43,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(-c6ccc(F)cc6)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.2136991893266684,0.7648981622907299,0,,0
43,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5cc(F)ccc5-c5ccncc5)ccc4c3)[nH]2)cc1,0.74,0.62,0.2139103605633889,0.7464888826814503,0,,0
46,CS(=O)c1ccc(-c2ccc(F)cc2-c2ccc3cc(-c4[nH]c(-c5ccc([S@@](C)=O)cc5)nc4-c4ccncc4)ccc3c2)cc1,0.74,0.62,0.1886392620483678,0.6983769592249678,0,,0
44,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5cc(F)ccc5-c5ccc(F)cc5)ccc4c3)[nH]2)cc1,0.74,0.62,0.2078491734225417,0.7521281407731161,0,,0
38,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(F)cc5F)ccc4c3)[nH]2)cc1,0.75,0.6,0.2536042912217352,0.7638954138257311,0,,0
44,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(-c6ccc(F)cc6I)cc5)ccc4c3)[nH]2)cc1,0.74,0.58,0.1754451784092862,0.7422551840423467,0,,0
31,c1ccc(Nc2nccc(Nc3cc(-c4ccc(-c5ccccc5)cc4)n[nH]3)n2)cc1,0.83,0.51,0.3224255837218026,0.8534592245514843,0,,1
32,c1ccc(Nc2ccc(-c3cc(Nc4ccnc(Nc5ccccc5)n4)[nH]n3)cc2)cc1,0.83,0.62,0.2548923455709508,0.8465587380243831,0,,1
26,Fc1ccnc(Nc2ccnc(Nc3cccc(-c4cn[nH]n4)c3)n2)c1,0.76,0.56,0.5082006034243333,0.8115293685255717,0,,1
32,Cn1ncc2cc(Nc3nccc(Nc4cccc(Nc5ccc(Br)cc5)c4)n3)ccc21,0.73,0.53,0.2594103223868437,0.8389656256403133,0,,1
25,[C-]#[N+]c1ccc(-c2ccnc(Nc3ccc4c(cnn4C)c3)n2)cc1,0.82,0.58,0.5694688912641637,0.823277974109398,0,,1
27,Cn1ncc2cc(Nc3nccc(Nc4cccc(C(N)=O)c4)n3)ccc21,0.75,0.59,0.5051526339963033,0.8458165104861107,0,,1
29,Fc1ccc(-c2cc(Nc3ccnc(Nc4ccc5scnc5c4)n3)[nH]n2)cc1,0.71,0.58,0.3780298936787414,0.80707394332531,0,,1
36,Cn1ncc2cc(Nc3nccc(Nc4cc(-c5ccc(Nc6ccccc6)cc5)n[nH]4)n3)ccc21,0.71,0.51,0.2256745865693344,0.807813104939416,0,,1
26,Nc1ccc(-c2cc(Nc3ccnc(Nc4ccccc4)n3)[nH]n2)cc1,0.83,0.52,0.4092215076772126,0.8413929049891082,0,,1
29,Cn1ncc2cc(Nc3nccc(Nc4cc(-c5ccccc5)n[nH]4)n3)ccc21,0.72,0.51,0.420678786180468,0.8149068592465982,0,,1
35,CN(C)c1ccc(Nc2nccc(Nc3cc(-c4ccc(Nc5ncccn5)cc4)n[nH]3)n2)cn1,0.77,0.61,0.2620847678102141,0.7922060633910123,0,,1
