size,smiles,gsk3b,jnk3,qed,sa,max_or_val,Unnamed: 7,source_smi
43,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(-c6ccc(F)cc6)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.2136991893266684,0.7648981622907299,0,,0
31,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(F)ccc4c3)[nH]2)cc1,0.73,0.67,0.3922329598091171,0.7799626660787791,0,,0
49,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(-c6ccc(-c7ccc(F)cc7)cc6)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.1858749124368174,0.7539857762756995,0,,0
37,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(F)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.26494085671151,0.775546437019877,0,,0
43,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5cc(F)ccc5-c5ccncc5)ccc4c3)[nH]2)cc1,0.74,0.62,0.2139103605633889,0.7464888826814503,0,,0
44,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5cc(F)cc(-c6ccc(F)cc6)c5)ccc4c3)[nH]2)cc1,0.73,0.61,0.2078491734225417,0.7498405205808082,0,,0
49,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5cc(-c6ccncc6)cc(-c6ccc(F)cc6)c5)ccc4c3)[nH]2)cc1,0.75,0.64,0.185343800639428,0.7320421500568525,0,,0
24,Fc1cnc(Nc2ccc3cn[nH]c3c2)nc1Nc1ccccc1,0.84,0.67,0.5299360298137135,0.8604908537278456,0,,1
30,Brc1cnc(Nc2ccc(-c3ccccc3)cc2)nc1Nc1ccc2nn[nH]c2c1,0.65,0.59,0.3147155299770329,0.8292462445137725,0,,1
33,Fc1ccc(-c2ccc(Nc3nccc(Nc4cccc(C5CCNCC5)n4)n3)cc2)cc1,0.69,0.61,0.3607236287261759,0.8325425177187158,0,,1
27,Fc1ccccc1-c1cccc(Nc2nccc(Nc3cc(Cl)n[nH]3)n2)c1,0.85,0.67,0.4461460361341391,0.8214902128305044,0,,1
32,Fc1cccc(-c2ccc(Nc3nccc(Nc4ccc(-c5cn[nH]c5)cn4)n3)cc2)c1,0.76,0.65,0.3314276925714425,0.8329958297922645,0,,1
31,Fc1ccc(-c2cc(Nc3ccnc(Nc4ccc(-c5cn[nH]c5)cc4)n3)[nH]n2)cc1,0.84,0.66,0.3165377444274227,0.8115896107851666,0,,1
24,NC(=O)c1ccccc1Nc1ccnc(Nc2cccc(F)c2)n1,0.85,0.72,0.6702732523594236,0.8809665520650258,0,,1
36,CC(C)(C)c1ccc(-c2cc(Nc3ccnc(Nc4ccc(-c5ccccc5F)cc4)n3)[nH]n2)cc1,0.83,0.62,0.2360746706166176,0.8244923395796856,0,,1
25,CS(=O)(=O)c1ccc(Nc2nccc(-c3cc(Cl)nc(Cl)c3)n2)cc1,0.84,0.74,0.6727328544132809,0.8514272741244512,0,,1
34,c1ccc(N2CCN(c3ccc(-c4ccnc(Nc5ccc6c[nH]nc6c5)n4)cc3)CC2)cc1,0.76,0.63,0.3910047117289356,0.8341844537830636,0,,1
