size,smiles,gsk3b,jnk3,qed,sa,max_or_val,Unnamed: 7,source_smi
43,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(-c6ccc(F)cc6)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.2136991893266684,0.7648981622907299,0,,0
50,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(-c6ccc(F)cc6)c(-c6ccc(F)cc6)c5)ccc4c3)[nH]2)cc1,0.73,0.56,0.1831722407309916,0.7388787182336751,0,,0
31,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(F)ccc4c3)[nH]2)cc1,0.73,0.67,0.3922329598091171,0.7799626660787791,0,,0
37,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(F)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.26494085671151,0.775546437019877,0,,0
50,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(-c6cc(F)ccc6-c6ccc(F)cc6)cc5)ccc4c3)[nH]2)cc1,0.74,0.6,0.1831722407309916,0.7391653357257719,0,,0
55,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(F)cc8)cc7)cc6)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.1692542311439807,0.7463007921865421,0,,0
50,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5cc(F)cc(-c6ccc(-c7ccc(F)cc7)cc6)c5)ccc4c3)[nH]2)cc1,0.73,0.61,0.1831722407309916,0.7369039026383116,0,,0
56,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5cc(F)cc(-c6ccc(-c7ccc(-c8ccc(F)cc8)cc7)cc6)c5)ccc4c3)[nH]2)cc1,0.73,0.61,0.1682633645393191,0.7284617485178067,0,,0
44,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5cc(F)ccc5-c5ccc(F)cc5)ccc4c3)[nH]2)cc1,0.74,0.62,0.2078491734225417,0.7521281407731161,0,,0
46,CS(=O)c1ccc(-c2ccc(F)cc2-c2ccc3cc(-c4[nH]c(-c5ccc([S@@](C)=O)cc5)nc4-c4ccncc4)ccc3c2)cc1,0.74,0.62,0.1886392620483678,0.6983769592249678,0,,0
38,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5cc(F)ccc5I)ccc4c3)[nH]2)cc1,0.77,0.6,0.1962208140842444,0.7490307984411158,0,,0
24,NC(=O)c1ccc(Nc2nccc(Nc3ccccc3)n2)cc1F,0.79,0.71,0.6702732523594236,0.8799522822768429,0,,1
39,c1ccc(Nc2ccc(-c3cc(Nc4ccnc(Nc5cccc(Nc6ccccc6)c5)n4)[nH]n3)cc2)cc1,0.84,0.58,0.1349712530934974,0.8268391925411529,0,,1
37,Fc1cc(F)cc(-c2cncc(Nc3ccnc(Nc4ccc(-c5ccc6n[nH]cc6c5)cc4)n3)c2)c1,0.7,0.66,0.2361049178803347,0.7927094275444121,0,,1
26,CC(C)(C)c1ccc(Nc2nccc(-c3ccc4[nH]ncc4c3)n2)cc1,0.93,0.7,0.5454226786776681,0.858574432794636,0,,1
42,Fc1ccc(-c2ccccc2-c2ccc(-c3cc(Nc4ccnc(Nc5ccc6nc[nH]c6c5)n4)[nH]n3)cc2)cc1Cl,0.68,0.53,0.1527999916531383,0.7897639916281098,0,,1
22,Cn1cc(-c2ccnc(Nc3ccc4scnc4c3)n2)cn1,0.82,0.6,0.6290702702671445,0.83054563618372,0,,1
21,COc1ccc(-c2ccnc(Nc3ccccc3)n2)cn1,0.9,0.63,0.7931604228731318,0.8942964215510989,0,,1
23,N#Cc1ncc(-c2ccnc(Nc3ccc(F)c(F)c3)n2)cn1,0.9,0.73,0.8000876043620508,0.8369850912701955,0,,1
22,c1ccc(Nc2nccc(-c3ccc4[nH]ncc4c3)n2)cc1,0.96,0.63,0.6017612701504051,0.8781511732107954,0,,1
30,O=C1Cc2cc(Nc3nccc(Nc4ccc(-c5cnccn5)cn4)n3)ccc2N1,0.68,0.53,0.4702530872294169,0.8136571347471347,0,,1
29,c1ccc(-c2ccc(Nc3ccnc(Nc4ccc5[nH]ccc5c4)n3)nc2)cc1,0.75,0.57,0.375917219429604,0.8506769597956081,0,,1
30,Fc1ccc(-c2ccc(Nc3ccnc(Nc4ccc5[nH]ccc5c4)n3)nc2)cc1,0.75,0.59,0.3579537211421664,0.8438614562683101,0,,1
23,c1ccc(Nc2nccc(Nc3ccc4c[nH]nc4c3)n2)cc1,0.75,0.53,0.5335915439400317,0.8397508762098936,0,,1
36,N#Cc1ncc(-c2ccnc(Nc3ccc(-c4ccc(-c5ccc6n[nH]cc6c5)cc4)cc3)n2)cn1,0.87,0.72,0.331744683001206,0.7961760093247501,0,,1
19,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.95,0.75,0.7626630429862935,0.934360463764932,0,,1
28,c1cc(-c2ccc(Nc3nccc(-c4ccc5[nH]ncc5c4)n3)cc2)ccn1,0.93,0.66,0.4776006870266249,0.8573125316675186,0,,1
23,Nc1ncc(-c2ccnc(Nc3ccc4n[nH]cc4c3)n2)cn1,0.83,0.62,0.530225697481189,0.7989961840989355,0,,1
22,c1ccc(-c2ccnc(Nc3ccc4c[nH]nc4c3)n2)cc1,0.84,0.64,0.6017612701504051,0.8507141102737327,0,,1
