size,smiles,gsk3b,jnk3,qed,sa,max_or_val,Unnamed: 7,source_smi
55,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(F)cc8)cc7)cc6)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.1692542311439807,0.7463007921865421,0,,0
38,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(F)cc5F)ccc4c3)[nH]2)cc1,0.75,0.6,0.2536042912217352,0.7638954138257311,0,,0
43,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(-c6ccc(F)cc6)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.2136991893266684,0.7648981622907299,0,,0
44,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5cc(F)cc(-c6ccc(F)cc6)c5)ccc4c3)[nH]2)cc1,0.73,0.61,0.2078491734225417,0.7498405205808082,0,,0
31,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(F)ccc4c3)[nH]2)cc1,0.73,0.67,0.3922329598091171,0.7799626660787791,0,,0
44,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5cc(F)ccc5-c5ccc(F)cc5)ccc4c3)[nH]2)cc1,0.74,0.62,0.2078491734225417,0.7521281407731161,0,,0
49,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(-c6ccc(-c7ccc(F)cc7)cc6)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.1858749124368174,0.7539857762756995,0,,0
37,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(F)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.26494085671151,0.775546437019877,0,,0
49,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(-c6ccc(F)cc6-c6ccncc6)cc5)ccc4c3)[nH]2)cc1,0.74,0.6,0.185343800639428,0.7349314662961688,0,,0
38,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5cc(F)ccc5I)ccc4c3)[nH]2)cc1,0.77,0.6,0.1962208140842444,0.7490307984411158,0,,0
44,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(-c6ccc(F)cc6)c(F)c5)ccc4c3)[nH]2)cc1,0.77,0.57,0.2078491734225417,0.7535976119269621,0,,0
23,NC(=O)c1ccccc1Nc1ccnc(Nc2ccccc2)n1,0.84,0.61,0.6733741646072787,0.89455145525447,0,,1
35,Fc1ccc(-c2ccc(-c3cc(Nc4ccnc(Nc5ccc6scnc6c5)n4)[nH]n3)cc2)cc1,0.7,0.57,0.2441806773371879,0.8072548641608175,0,,1
29,NS(=O)(=O)c1ccc(Nc2nccc(Nc3ccccc3-c3cn[nH]c3)n2)cc1,0.7,0.59,0.3851991419275587,0.8353702590251143,0,,1
