size,smiles,gsk3b,jnk3,qed,sa,max_or_val,Unnamed: 7,source_smi
43,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5cc(F)ccc5-c5ccncc5)ccc4c3)[nH]2)cc1,0.74,0.62,0.2139103605633889,0.7464888826814503,0,,0
38,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5cc(F)ccc5I)ccc4c3)[nH]2)cc1,0.77,0.6,0.1962208140842444,0.7490307984411158,0,,0
43,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(-c6ccc(F)cc6)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.2136991893266684,0.7648981622907299,0,,0
37,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(F)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.26494085671151,0.775546437019877,0,,0
55,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(F)cc8)cc7)cc6)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.1692542311439807,0.7463007921865421,0,,0
31,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(F)ccc4c3)[nH]2)cc1,0.73,0.67,0.3922329598091171,0.7799626660787791,0,,0
49,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(-c6ccc(-c7ccc(F)cc7)cc6)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.1858749124368174,0.7539857762756995,0,,0
46,CS(=O)c1ccc(-c2ccc(F)cc2-c2ccc3cc(-c4[nH]c(-c5ccc([S@@](C)=O)cc5)nc4-c4ccncc4)ccc3c2)cc1,0.74,0.62,0.1886392620483678,0.6983769592249678,0,,0
44,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5cc(F)ccc5-c5ccc(F)cc5)ccc4c3)[nH]2)cc1,0.74,0.62,0.2078491734225417,0.7521281407731161,0,,0
38,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5cc(F)ccc5F)ccc4c3)[nH]2)cc1,0.74,0.6,0.2536042912217352,0.7622784907488079,0,,0
36,CS(=O)(=O)Nc1ccc(-c2ccc(Nc3nccc(Nc4cc(NS(C)(=O)=O)[nH]n4)n3)cc2)c(F)c1,0.74,0.69,0.2169946515140428,0.7921263193090196,0,,1
29,Fc1ccc(-c2cc(Nc3ccnc(Nc4ccc5n[nH]cc5c4)n3)[nH]n2)cc1,0.73,0.58,0.3572981200054118,0.785658737600802,0,,1
