size,smiles,gsk3b,jnk3,qed,sa,max_or_val,Unnamed: 7,source_smi
37,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(F)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.26494085671151,0.775546437019877,0,,0
31,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(F)ccc4c3)[nH]2)cc1,0.73,0.67,0.3922329598091171,0.7799626660787791,0,,0
43,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(-c6ccc(F)cc6)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.2136991893266684,0.7648981622907299,0,,0
44,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5cc(F)ccc5-c5ccc(F)cc5)ccc4c3)[nH]2)cc1,0.74,0.62,0.2078491734225417,0.7521281407731161,0,,0
49,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(-c6ccc(-c7ccc(F)cc7)cc6)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.1858749124368174,0.7539857762756995,0,,0
38,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5cc(F)ccc5I)ccc4c3)[nH]2)cc1,0.77,0.6,0.1962208140842444,0.7490307984411158,0,,0
38,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5cc(F)ccc5F)ccc4c3)[nH]2)cc1,0.74,0.6,0.2536042912217352,0.7622784907488079,0,,0
25,c1ccc(Nc2nccc(-c3ccnc(-c4ccccc4)c3)n2)cc1,0.92,0.67,0.5769078727332378,0.8996275378607148,0,,1
40,c1cc(Nc2ccc(-c3cn[nH]c3)cn2)nc(Nc2ccc(-c3ccc(-c4ccc5n[nH]cc5c4)cc3)cc2)n1,0.73,0.68,0.1789243118488459,0.7833698891533944,0,,1
23,c1ccc(Nc2ccnc(Nc3ccc4c[nH]nc4c3)n2)cc1,0.75,0.53,0.5335915439400317,0.8397508762098936,0,,1
21,[C-]#[N+]c1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,0.92,0.67,0.7166851199688309,0.8703708632384439,0,,1
27,c1ccc2cc(Nc3ccnc(Nc4ccc5[nH]ccc5c4)n3)ncc2c1,0.76,0.56,0.4244282653847477,0.8413960707169531,0,,1
32,Fc1ccc(-c2ccc(Nc3nccc(Nc4ccc(-c5cn[nH]c5)cn4)n3)cc2)cc1,0.75,0.69,0.3314276925714425,0.8373908095493494,0,,1
32,c1ccc(-c2ccc(Nc3nccc(Nc4ncc(C5CCNCC5)cn4)n3)cc2)cc1,0.7,0.65,0.4069721957899148,0.8345622636654088,0,,1
24,NC(=O)c1ccc(Nc2nccc(Nc3ncccn3)n2)cc1F,0.69,0.6,0.6560405610946234,0.8477264182857616,0,,1
23,c1ccc(Nc2nccc(-c3cnc4ccccc4c3)n2)cc1,0.85,0.66,0.6074193116207894,0.898075513891053,0,,1
19,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.95,0.75,0.7626630429862935,0.934360463764932,0,,1
39,Cn1ncc2cc(-c3ccc(Nc4nccc(-c5cnn6nc(-c7cccc(F)c7)ccc56)n4)cc3)ccc21,0.84,0.55,0.2917638383458856,0.7973772653193595,0,,1
26,Fc1ccc(Nc2nccc(Nc3ccc(-c4cn[nH]c4)cn3)n2)cc1,0.77,0.68,0.5072679263733317,0.8388736242698275,0,,1
31,c1ccc(-c2ccc(Nc3nccc(Nc4ccc(-c5cn[nH]c5)cn4)n3)cc2)cc1,0.75,0.68,0.349549110895759,0.8440471484555372,0,,1
