size,smiles,gsk3b,jnk3,qed,sa,max_or_val,Unnamed: 7,source_smi
55,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(F)cc8)cc7)cc6)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.1692542311439807,0.7463007921865421,0,,0
31,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(F)ccc4c3)[nH]2)cc1,0.73,0.67,0.3922329598091171,0.7799626660787791,0,,0
49,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(-c6ccc(-c7ccc(F)cc7)cc6)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.1858749124368174,0.7539857762756995,0,,0
43,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(-c6ccc(F)cc6)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.2136991893266684,0.7648981622907299,0,,0
44,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5cc(F)ccc5-c5ccc(F)cc5)ccc4c3)[nH]2)cc1,0.74,0.62,0.2078491734225417,0.7521281407731161,0,,0
37,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(F)cc5)ccc4c3)[nH]2)cc1,0.77,0.65,0.26494085671151,0.775546437019877,0,,0
38,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5cc(F)ccc5I)ccc4c3)[nH]2)cc1,0.77,0.6,0.1962208140842444,0.7490307984411158,0,,0
38,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5ccc(F)cc5F)ccc4c3)[nH]2)cc1,0.75,0.6,0.2536042912217352,0.7638954138257311,0,,0
38,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4cc(-c5cc(F)ccc5F)ccc4c3)[nH]2)cc1,0.74,0.6,0.2536042912217352,0.7622784907488079,0,,0
32,Fc1ccc(-c2ccc3c(-c4ccnc(Nc5cccc6[nH]ncc56)n4)c[nH]c3c2)cn1,0.78,0.52,0.3292752327870508,0.8104465180513737,0,,1
32,c1ccc2cc(-c3cc(Nc4ccnc(Nc5ccc6[nH]ncc6c5)n4)n[nH]3)ccc2c1,0.83,0.58,0.2992565917168394,0.819142391870537,0,,1
29,FC(F)(F)c1cc(Nc2ccnc(Nc3ccc(-c4ccccc4)cc3)n2)[nH]n1,0.83,0.58,0.4225474956121206,0.8299607352155903,0,,1
34,Fc1ccc(-c2cc(Nc3ccnc(Nc4ccc(-c5ccc(F)cc5F)cc4)n3)[nH]n2)cc1,0.81,0.68,0.2730032661587873,0.8283665142063005,0,,1
23,Clc1cccc(-c2ccnc(Nc3ccc4c(c3)OCO4)n2)c1,0.88,0.56,0.7790111293286546,0.8827339669043653,0,,1
28,Fc1ccc(-c2n[nH]cc2-c2ccnc(Nc3ccc4c(c3)OCO4)n2)cc1,0.85,0.61,0.5575167680333127,0.8223226711264532,0,,1
19,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.95,0.75,0.7626630429862935,0.934360463764932,0,,1
24,Clc1cc(-c2ccnc(Nc3ccc4c[nH]nc4c3)n2)cc(Cl)n1,0.8,0.6,0.5292181440453949,0.7987862940621591,0,,1
20,Ic1cc(Nc2ccnc(Nc3ccccc3)n2)n[nH]1,0.8,0.52,0.6076518961258404,0.8276811799123232,0,,1
26,Oc1cc(Nc2ccnc(Nc3ccc(-c4ccccc4)cc3)n2)n[nH]1,0.83,0.67,0.4356947148272467,0.8420308670270702,0,,1
29,c1ccc(-c2ccc(Nc3ccnc(Nc4ccc5n[nH]cc5c4)n3)nc2)cc1,0.74,0.6,0.4021662095609661,0.8207314248707627,0,,1
23,c1ccc(-c2ccnc(Nc3ccc4ccccc4c3)n2)cc1,0.87,0.71,0.5753665542791142,0.9150202184618444,0,,1
25,c1ccc(Nc2nccc(-c3cccc(-c4ccccc4)c3)n2)cc1,0.92,0.64,0.5345098560539518,0.9160053840145612,0,,1
23,Fc1cccc(-c2ccnc(Nc3ccc4n[nH]cc4c3)n2)c1,0.85,0.61,0.6021521190010909,0.8322009352301573,0,,1
29,Fc1cccc(-c2cc(-c3ccnc(Nc4ccc5nc[nH]c5c4)n3)ccn2)c1,0.81,0.54,0.4589961742629188,0.8424444263306768,0,,1
32,Nc1ncc(-c2ccccc2-c2cccc(-c3ccnc(Nc4ccccc4)n3)c2)cn1,0.85,0.64,0.3879456522726068,0.8609778540837623,0,,1
18,c1ccc(Nc2nccc(-c3ccoc3)n2)cc1,0.92,0.56,0.7572440780223105,0.8797749241775364,0,,1
25,c1ccc(Nc2nccc(Nc3cc(-c4ccccc4)[nH]n3)n2)cc1,0.83,0.6,0.5073431427012679,0.8700137942709714,0,,1
26,Cc1cc(Nc2ccnc(Nc3ccc(-c4ccccc4)cc3)n2)n[nH]1,0.82,0.63,0.4913986813352019,0.8679153825115858,0,,1
24,Cn1ncc2cc(Nc3nccc(-c4cc[n+](C)cc4)n3)ccc21,0.8,0.61,0.5901202410424052,0.8161076127434779,0,,1
29,Fc1ccc(-c2cc(Nc3ccnc(Nc4ccc5n[nH]cc5c4)n3)[nH]n2)cc1,0.73,0.58,0.3572981200054118,0.785658737600802,0,,1
32,Fc1ccc(-c2cc(Nc3ccnc(Nc4ccc(-c5ccccc5)cc4)n3)[nH]n2)cc1,0.84,0.66,0.305407484543209,0.8472907285776894,0,,1
44,Clc1ccccc1-c1cccc(-c2ccccc2-c2ccc(-c3cc(Nc4ccnc(Nc5ccccc5)n4)[nH]n3)cc2)c1,0.8,0.57,0.1640479769743233,0.814218488388479,0,,1
23,CC(C)(C)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,0.93,0.81,0.7237113226326242,0.9079165598016642,0,,1
